skill_name,cluster_id,cluster_size
explain blockchain implications,5919,1
fine arts,5926,1
safety engineering,8257,1
aviation english,8657,1
historical methods,5942,1
analyse the credit history of potential customers,5804,1
apply cross-reference tools for product identification,5971,1
assess quality characteristics of food products,1975,2
plan shots,8268,1
identify patients' behaviours,1124,2
build devices into props,5980,1
operate printing machinery,1509,2
pump wax,2095,3
"promote ideas, products, services",8021,1
trading software,8579,1
supervise maintenance activities in airports,871,2
keep airport drainage systems functional,6013,1
keep up-to-date on manufacturer's policies,5167,1
matlab,6051,1
apply foreign languages in social services,6029,1
otorhinolaryngology,1965,2
check price accuracy on the shelf,6053,1
types of digesters,8531,1
horse anatomy,6054,1
customer segmentation,7234,1
monitor assessment,65,2
create strategic maps,6069,1
monitor mine production,283,2
polish dental restorations,1299,2
manipulate rubber,3455,2
integrated circuits,699,3
carry out flow cytometry,6071,1
rewrite musical scores,6096,1
publish academic research,93,3
allocate paychecks,8200,1
meet expectations of target audience,6995,1
provide legal information on medical devices,3394,2
cut page edges,6131,1
eliminate stains,5068,1
carry out training in environmental matters,6137,1
e-tailoring,7801,1
oracle warehouse builder,7741,1
vacuum distillation processes,683,2
customise guns,6176,1
design drainage well systems,2325,2
maintain gaming equipment,3585,2
advise customers on body adornment,575,2
kinesiology,4325,3
military code,6222,1
triplestore,6129,1
mould doughs,6223,1
research website users,8835,1
define firewall rules,2139,2
deburring machine parts,8865,1
capture people's attention,7119,1
conduct interview in social service,6253,1
maintain pastures,4716,1
composite materials,6261,1
spatial planning,6036,1
empty community waste collection bins,5606,1
understand written romanian,3422,3
sell post office products,6283,1
air-cure tobacco,1609,3
listen actively to sport players,7852,1
perform venous cannulation,6300,1
plan aquatic resources feeding regimes,333,2
manage relationships with artists,7829,1
welcome spectators,5524,1
advise on weather-related issues,8084,1
organise library material,764,2
control flow of matter used in oil processing,3385,2
measure water flow,6337,1
assess cage water quality,5391,1
provide osteopathic diagnosis,560,2
moem,6359,1
prepare for diagnostic imaging procedures,518,4
tend pug mills,6255,1
provide domestic care,6384,1
types of whisks,6447,1
assist in library facility planning,6397,1
sell bicycles,6927,1
perform search and rescue missions,1040,3
set press-cycle time,6459,1
assess danger in risk areas,94,3
operate rotary vacuum-drum filter,6424,1
support local tourism,548,3
assist water-based navigation,3511,2
ensure data protection in aviation operations,6457,1
investigate pollution,4,6
design circuits using cad,6246,1
understand different types of locks and their operation,664,2
provide assistance with job search,8269,1
history of tobacco,6476,1
register pets,6487,1
monitor ict research,7251,1
communications sector policies,6288,1
comply with regulations on unpaved areas of airports,7063,1
create infrared imagery,6515,1
perform hydrodynamics calculations,6504,1
types of drums,6507,1
assess railway operations,2208,2
manage bioreactors,6530,1
control train departures,1400,3
ensure information transparency,6548,1
manage emergency procedures,3980,2
european political studies,6563,1
operate ash handling equipment,6575,1
tram network,6571,1
organise zoological exhibitions,8468,1
define software architecture,850,2
plan choreographic improvisation,6594,1
types of stone for working,306,2
tend coagulation tanks,6604,1
dress bodies,6139,1
litmos,8029,1
inspect table settings,6943,1
protect ict devices,6624,1
advise customers on types of flowers,6629,1
initiate life preserving measures,6651,1
types of literature genres,6657,1
use heat gun,7925,1
select materials for orthodontic appliances,6668,1
financial capability,5080,1
ict communications protocols,6680,1
feed the clay mixing machine,5657,1
negotiate sales contracts,420,3
install scaffolding pump jacks,6705,1
pedorthics,8015,1
morality,6318,2
design medical supportive devices,1313,2
restrict passenger access to specific areas on board,6733,1
develop energy saving concepts,3299,2
react calmly in stressful situations,6909,1
draw off wash water,7948,1
provide staff training in warehouse management,6847,1
plot lighting states with automated lights,2644,2
ensure cage safety requirements are followed,6243,1
inform on water supply,123,2
identify market requirements for ict documentation,8581,1
silvering,7823,1
contribute to registration of pharmaceutical products,5886,1
lead the sustainability reporting process,1850,2
create database diagrams,6025,1
manage yield,6631,1
prepare raw materials for man-made fibres manufacturing,6644,3
observe logs,1768,2
work out odds,6811,1
follow signalling instructions,2317,2
manage data for legal matters,7881,1
blood product storage conditions,3026,1
ict network routing,8666,1
operate wood sawing equipment,741,2
rage (digital game creation systems),6849,1
clean industrial containers,6853,1
types of folders,8205,1
sell tickets,8574,1
attach clock cases,722,2
cope with challenging circumstances in the fishery sector,2211,3
supervise craft production,7373,2
malt grains,7670,1
dry tumbling,4568,2
develop scientific research protocols,6884,1
upgrade firmware,6887,1
workplace sanitation,4273,2
use pipeline video equipment,6901,1
work with different target groups,1001,2
handle jewellery and watches insurance claims,6906,1
enzymatic processing,5408,1
buttonholing,6945,1
monitor loan portfolio,5057,1
types of waterways,6929,1
identity aquaculture species,6503,1
inspect data,6533,1
set up temporary construction site infrastructure,7043,1
report major building repairs,1990,2
identify electoral violations,6944,1
sell software personal training,8347,1
exercise self-reflection,6963,1
develop campaigns,7471,1
conduct contact tracing interviews,6305,1
use thermal management,9244,1
demonstrate commitment to democracy,6510,1
conduct research on flora,7631,1
understand written estonian,2301,3
understand the emotional dimension of a performance,998,2
pruning types,9264,1
restore antique clocks,3593,2
identify target markets for designs,7437,1
assemble windows,7011,1
pluck hair,6718,1
control open-fire kettles,7019,1
kinesitherapy,7012,1
perform pre-treatment imaging,7134,1
starchy plant foods,1302,2
manipulate dental material,572,2
classify audio-visual products,7044,1
direct movement experiences,5635,1
work according to recipe,5191,1
make the beds,7079,1
write technical riders,4757,1
determine event objectives,7056,1
scale etchings,588,2
conduct fire safety inspections,1663,3
make investment decisions,1566,2
clean confined spaces,7581,1
leather products maintenance,1121,3
represent clients in courts,1648,2
apply social distancing protocols,7306,1
postpartum legal protection,4878,1
assess environmental influences on bovine feet,2980,2
define manufacturing quality criteria,7123,1
handle freight inspection equipment,851,2
analyse irregular migration,5474,1
operate crusher,7135,1
european train control system,1780,2
maintain safe navigation watches,3514,2
operate small craft,1270,2
consult with sound editor,8895,1
bodily fluid analysis,5042,2
conduct ecological surveys,5822,3
express yourself physically,8003,1
power plant instrumentation,9110,1
create mock-ups,2686,2
operate record press,7169,1
aeronomy,7577,1
discuss the medical history of the healthcare user,7906,1
ferrous metal processing,763,3
support juvenile victims,7270,1
steiner principles,1731,2
maintain rail infrastructure,582,4
document seismic research,7210,1
design job analysis tools,6981,1
cut stair carriages,9199,1
hydraulic fracturing,7221,1
draft bill of materials,7229,1
protect health and well-being while using digital technologies,6866,1
coordinate the procurement of organs for transplantation,5511,1
compile content,474,2
handle etching chemicals,3089,2
remove debris,7252,1
repair laminated structures,5488,1
collaborate with designers,2953,2
investigate aircraft accidents,7265,1
prepare the assessment of prior learning,531,4
calculation of food energy,5548,1
mini wind power generation,4177,3
sell toys and games,7283,1
distinguish accessories,5131,1
calculate aquatic resources growth rate,7287,1
select elements for a composition,5354,1
perform financial market business,7295,1
intubation,7300,1
rescue bathers,9022,1
inspect roof for source of rainwater contamination,7343,1
record furnace operations,8501,1
plan fabric manufacturing process,5206,2
apply veterinary epidemiology,7959,1
assess an area as a tourism destination,1577,2
monitor pulp quality,7340,1
ensure safe transport of money,3122,2
measure chemical substance viscosity,7341,1
negotiate exploitation rights,8937,1
apply opaque,7256,1
medicines,7359,1
apache maven,9229,1
measure parts of manufactured products,9286,1
deal with arrivals in accommodation,1503,2
tend tumbling machine,9192,1
use learning strategies,9141,1
satisfy technical requirements,3202,3
work efficiently,6293,1
thread wire,6195,1
monitor painting operations,7396,1
conduct extensive international travel,7397,1
triage clients,7403,1
environmental indoor quality,7421,1
manage revenue,3125,3
advise on curriculum development,3957,2
